ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,MntWines,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,AmtTotal,%Wine_Share,Wine_Spend,Age,Purchase_Vol,Num_Children,Parent,Parent2,Loyalitas_Bulan,Education2,cluster,pca_x,pca_y
2557,1970,Postgraduate,Single,29548.0,1,0,2013-08-29,7,1,1,2,29,24.1,7,44,4,1,Yes,1,16.1,2.0,1,-1.790002098911953,0.2189935710127988
1245,1966,Graduate,Single,63810.0,0,1,2012-11-11,977,4,3,12,1371,71.3,977,48,19,1,Yes,1,25.6,1.0,0,2.4523478782190513,0.49829740715202553
1519,1972,Postgraduate,Single,38578.0,1,1,2013-06-22,38,3,0,3,73,52.1,38,42,6,2,Yes,1,18.3,2.0,1,-0.9856283750113427,-0.050514025975692704
10703,1975,Postgraduate,Single,46098.0,1,1,2012-08-18,57,3,2,2,120,47.5,57,39,7,2,Yes,1,28.4,2.0,1,-0.7130463497940535,1.2421710570291002
1726,1970,Graduate,Single,22585.0,0,0,2013-03-18,3,1,1,2,81,3.7,3,44,4,0,No,0,21.5,1.0,1,-2.052452669125613,1.2566921012625363
4459,1989,Graduate,Single,30279.0,1,0,2012-12-30,10,1,0,3,37,27.0,10,25,4,1,Yes,1,24.0,1.0,1,-1.5440652423090995,1.095836352747664
1729,1961,Postgraduate,Together,66426.0,0,1,2013-02-10,1043,3,5,10,1377,75.7,1043,53,18,1,Yes,1,22.6,2.0,0,2.506875030595853,0.04221547362374594
1517,1969,Graduate,Single,30822.0,1,0,2013-06-14,3,1,0,3,51,5.9,3,45,4,1,Yes,1,18.6,1.0,1,-2.0795127182345006,0.8708627016487768
2098,1969,Postgraduate,Married,33581.0,2,0,2013-08-01,11,1,0,2,17,64.7,11,45,3,2,Yes,1,17.0,2.0,1,-1.0856775692196163,-0.47950508400219194
9543,1985,Graduate,Married,19986.0,1,0,2013-11-14,3,0,0,3,22,13.6,3,29,3,1,Yes,1,13.5,1.0,1,-2.1398172557178006,0.1070838232387636
6878,1954,Graduate,Widow,27421.0,0,0,2012-12-12,43,4,1,6,324,13.3,43,60,11,0,No,0,24.6,1.0,1,-1.1318452250829172,1.5043565720780603
2724,1981,Postgraduate,Single,36143.0,1,0,2014-03-30,12,0,1,2,19,63.2,12,33,3,1,Yes,1,9.1,2.0,1,-1.2977044505356257,-1.3840449171388804
948,1971,Graduate,Single,10245.0,1,0,2013-05-15,4,1,2,2,41,9.8,4,43,5,1,Yes,1,19.5,1.0,1,-1.8990016754339025,0.9111755623378893
6720,1968,Postgraduate,Together,43795.0,0,1,2013-10-16,314,7,3,4,492,63.8,314,46,14,1,Yes,1,14.5,2.0,0,0.35112023243823015,-0.6674309859996205
6202,1960,Graduate,Together,63381.0,0,1,2012-05-10,571,4,5,13,1005,56.8,571,54,22,1,Yes,1,31.7,1.0,0,1.7953847634953826,1.5652242644375047
2066,1949,Graduate,Together,38823.0,0,1,2012-08-30,70,2,1,3,114,61.4,70,65,6,1,Yes,1,28.0,1.0,1,-0.5216755379039494,0.9116537853598463
9799,1968,Postgraduate,Divorced,83664.0,1,1,2013-08-05,866,2,2,12,1173,73.8,866,46,16,2,Yes,1,16.9,2.0,0,1.8272861864684022,-0.6013330414367111
8318,1979,Graduate,Together,90300.0,0,0,2014-03-01,594,5,6,8,1738,34.2,594,35,19,0,No,0,10.0,1.0,0,0.6528987186560254,-0.5903458187900715
5642,1979,Postgraduate,Together,62499.0,1,0,2013-09-12,140,3,1,6,222,63.1,140,35,10,1,Yes,1,15.6,2.0,1,-0.3090637323152044,-0.5515102983937956
2669,1993,Graduate,Single,74293.0,0,0,2014-04-05,375,5,4,6,1127,33.3,375,21,15,0,No,0,8.9,1.0,1,-0.14950768511048207,-0.7270902152069042
455,1946,Postgraduate,Married,51012.0,0,0,2013-04-18,102,4,1,4,209,48.8,102,68,9,0,No,0,20.4,2.0,1,-0.6214008397956486,0.2882481279299608
7683,1968,Postgraduate,Married,70777.0,0,1,2014-02-25,554,5,3,12,787,70.4,554,46,20,1,Yes,1,10.2,2.0,0,1.3424489003832851,-1.2615082586657587
3428,1991,Postgraduate,Together,68682.0,0,0,2013-06-10,919,4,9,10,1598,57.5,919,23,23,0,No,0,18.7,2.0,0,2.257620475818813,-0.0016462627761447833
7414,1971,Graduate,Married,43824.0,1,1,2012-09-15,96,3,1,4,186,51.6,96,43,8,2,Yes,1,27.5,1.0,1,-0.4979185267445265,1.0628747670270435
6354,1984,Graduate,Together,15345.0,1,0,2012-08-31,5,1,1,2,47,10.6,5,30,4,1,Yes,1,28.0,1.0,1,-1.7665208903357117,1.8898739183232471
798,1987,Graduate,Single,23442.0,1,0,2012-12-24,2,1,0,3,27,7.4,2,27,4,1,Yes,1,24.2,1.0,1,-1.9216029020824916,1.5035344811031222
9999,1965,Graduate,Together,75276.0,0,0,2012-09-27,610,9,4,9,1040,58.7,610,49,22,0,No,0,27.1,1.0,0,1.7978635704165609,0.9813106006354879
7617,1974,Graduate,Single,42373.0,1,1,2013-08-15,67,2,1,5,163,41.1,67,40,8,2,Yes,1,16.5,1.0,1,-1.0091370844471916,-0.02971297531195351
615,1960,Graduate,Together,30507.0,0,0,2013-11-03,65,5,1,4,343,19.0,65,54,10,0,No,0,13.9,1.0,1,-1.3189503511100207,0.11606824572723479
2552,1955,Postgraduate,Single,55521.0,1,2,2013-10-22,416,6,3,6,446,93.3,416,59,15,3,Yes,1,14.3,2.0,0,1.1794981287134252,-1.26575041657431
194,1965,Graduate,Married,48006.0,1,1,2014-09-06,23,1,0,3,41,56.1,23,49,4,2,Yes,1,3.8,1.0,1,-1.4496767148147078,-1.8621686439366918
3645,1972,Postgraduate,Single,27213.0,1,0,2012-08-30,19,2,0,4,70,27.1,19,42,6,1,Yes,1,28.0,2.0,1,-1.2619007733277836,1.5866073633557038
8890,1971,Postgraduate,Divorced,65808.0,1,1,2014-05-30,155,5,1,5,272,57.0,155,43,11,2,Yes,1,7.1,2.0,1,-0.5099056041463012,-1.4277569644492702
5049,1974,Postgraduate,Together,30351.0,1,0,2013-06-06,14,3,0,2,46,30.4,14,40,5,1,Yes,1,18.8,2.0,1,-1.510658901312119,0.4246581695304462
10882,1976,Graduate,Married,53858.0,0,1,2012-09-11,407,4,3,6,915,44.5,407,38,13,1,Yes,1,27.6,1.0,0,0.3929341513757128,1.2411315278235655
7030,1955,Postgraduate,Married,66465.0,0,1,2013-03-30,1200,11,9,12,1485,80.8,1200,59,32,1,Yes,1,21.1,2.0,0,4.051403470678109,-0.10271760198923731
7422,1987,Graduate,Single,46923.0,1,0,2012-08-22,85,5,1,7,369,23.0,85,27,13,1,Yes,1,28.3,1.0,1,-0.6134777971901371,1.7693142798194252
3523,1962,Graduate,Together,75072.0,0,1,2013-01-23,583,5,4,8,1073,54.3,583,52,17,1,Yes,1,23.2,1.0,0,1.14963865031816,0.5569590966176635
7106,1943,Postgraduate,Married,75865.0,0,0,2014-03-31,483,3,5,10,1242,38.9,483,71,18,0,No,0,9.0,2.0,0,0.4190192954768748,-0.8022412243277758
5067,1994,Graduate,Together,80134.0,0,0,2014-02-14,966,2,7,11,1378,70.1,966,20,20,0,No,0,10.5,1.0,0,2.1378183366224666,-1.2519476397179974
4216,1981,Graduate,Single,91065.0,0,0,2013-02-22,822,7,9,9,1474,55.8,822,33,25,0,No,0,22.2,1.0,0,2.2900697700560118,0.4734106103299413
8581,1971,Postgraduate,Married,49505.0,1,1,2013-05-03,604,10,2,8,751,80.4,604,43,20,2,Yes,1,19.9,2.0,0,1.8541887792971121,-0.31442273689455286
5929,1973,Postgraduate,Married,37401.0,1,0,2014-06-05,19,2,0,3,48,39.6,19,41,5,1,Yes,1,6.9,2.0,1,-1.608836553667219,-1.162331347879637
3129,1983,Graduate,Married,30096.0,1,0,2014-05-22,5,2,0,3,45,11.1,5,31,5,1,Yes,1,7.3,1.0,1,-2.159800015955643,-0.5564165485551138
6528,1982,Postgraduate,Together,18492.0,1,0,2014-05-06,2,1,0,2,10,20.0,2,32,3,1,Yes,1,7.9,2.0,1,-2.1537271516443854,-0.6799837517641844
1361,1974,Postgraduate,Married,82584.0,0,0,2013-04-06,1076,3,4,8,1435,75.0,1076,40,15,0,No,0,20.8,2.0,0,2.2617628235275267,-0.19031215054940373
6932,1941,Postgraduate,Married,93027.0,0,0,2013-04-13,1285,7,10,5,2119,60.6,1257,73,22,0,No,0,20.6,2.0,0,2.9272550338749537,0.12592725698151044
7284,1953,Graduate,Married,48686.0,1,2,2013-04-12,10,1,0,2,20,50.0,10,61,3,3,Yes,1,20.6,1.0,1,-1.278020199377719,0.23368504158059658
1340,1986,Graduate,Married,92910.0,0,0,2014-04-24,551,6,7,13,1795,30.7,551,28,26,0,No,0,8.2,1.0,0,1.053096504574444,-0.659199215270058
8746,1989,Graduate,Married,75433.0,1,0,2014-05-04,800,2,5,10,1188,67.3,800,25,17,1,Yes,1,7.9,1.0,0,1.4511061862689847,-1.5226102114667033
3767,1968,Graduate,Married,61314.0,0,1,2013-04-25,378,5,5,12,1008,37.5,378,46,22,1,Yes,1,20.2,1.0,0,0.7916750259772277,0.5983378307812947
3725,1961,Postgraduate,Single,84865.0,0,0,2013-09-05,1248,2,4,9,1688,73.9,1248,53,15,0,No,0,15.8,2.0,0,2.4549743562874733,-0.7730729976008771
4324,1989,Graduate,Married,42387.0,1,0,2012-10-29,235,8,1,7,684,34.4,235,25,16,1,Yes,1,26.1,1.0,0,0.09041724478778806,1.3055894864971498
6694,1964,Graduate,Married,75236.0,0,1,2013-11-25,438,8,3,13,1068,41.0,438,50,24,1,Yes,1,13.2,1.0,0,0.9769292568356986,-0.28157749530959025
498,1970,Graduate,Single,30015.0,1,0,2014-02-02,25,1,0,4,57,43.9,25,44,5,1,Yes,1,10.9,1.0,1,-1.4226804443538401,-0.7741021635491028
9347,1956,Postgraduate,Together,50943.0,0,1,2013-06-21,31,1,0,3,46,67.4,31,58,4,1,Yes,1,18.3,2.0,1,-0.8816006229474521,-0.36989996545822734
9699,1966,Graduate,Divorced,67272.0,0,1,2013-12-21,357,6,2,12,733,48.7,357,48,20,1,Yes,1,12.3,1.0,0,0.606110059847402,-0.5735667259777452
10664,1949,Postgraduate,Widow,51529.0,0,1,2013-07-09,400,9,1,5,467,85.7,400,65,15,1,Yes,1,17.7,2.0,0,1.0864259934507137,-0.7139437191864595
5455,1971,Postgraduate,Married,32011.0,1,0,2013-08-22,99,2,1,4,122,81.1,99,43,7,1,Yes,1,16.3,2.0,1,-0.2879679467901334,-0.8486565929479233
5012,1989,Graduate,Married,28691.0,1,0,2013-04-07,5,1,0,3,34,14.7,5,25,4,1,Yes,1,20.8,1.0,1,-1.8591965169156746,0.9585992048048663
7495,1948,Postgraduate,Married,56223.0,0,1,2013-12-20,77,2,1,5,156,49.4,77,66,8,1,Yes,1,12.4,2.0,1,-0.9309963997594334,-0.6774937675897176
5029,1946,Graduate,Married,18100.0,0,0,2013-06-08,3,0,0,3,14,21.4,3,68,3,0,No,0,18.8,1.0,1,-1.8691303559532793,0.5809686950094867
10642,1989,Graduate,Single,30279.0,1,0,2012-12-30,10,1,0,3,37,27.0,10,25,4,1,Yes,1,24.0,1.0,1,-1.5440652423090995,1.095836352747664
10364,1959,Graduate,Divorced,23295.0,0,0,2013-07-13,0,1,0,2,20,0.0,0,55,3,0,No,0,17.6,1.0,1,-2.303662057605158,0.8580102976195861
5954,1972,Postgraduate,Divorced,42618.0,1,0,2013-09-10,76,5,0,4,192,39.6,76,42,9,1,Yes,1,15.7,2.0,1,-0.9542742940609806,-0.08532116616612341
1137,1964,Graduate,Single,81246.0,0,0,2013-12-29,398,4,5,7,1379,28.9,398,50,16,0,No,0,12.1,1.0,1,-0.02782570445214146,-0.25423039284870425
2541,1976,Graduate,Married,24027.0,1,0,2013-09-06,14,2,0,3,48,29.2,14,38,5,1,Yes,1,15.8,1.0,1,-1.6037052019667812,0.09352361652964823
1142,1953,Postgraduate,Married,55707.0,0,1,2013-12-22,208,3,2,9,428,48.6,208,61,14,1,Yes,1,12.3,2.0,1,-0.1893847174937296,-0.621942947764761
2276,1955,Graduate,Single,57959.0,0,1,2013-02-05,430,4,7,11,868,49.5,430,59,22,1,Yes,1,22.8,1.0,0,1.1776432583390268,0.666897684365245
2807,1969,Graduate,Married,56796.0,0,1,2013-02-16,656,8,9,7,1001,65.5,656,45,24,1,Yes,1,22.4,1.0,0,2.072018586019326,0.3097840041512306
6471,1971,Postgraduate,Single,36230.0,1,0,2013-10-17,14,2,0,4,59,23.7,14,43,6,1,Yes,1,14.5,2.0,1,-1.6528127692767174,0.05776083972233622
6233,1976,Graduate,Married,65991.0,0,1,2012-07-09,507,9,5,10,971,52.2,507,38,24,1,Yes,1,29.7,1.0,0,1.7077393040371989,1.444350790958471
4148,1972,Graduate,Married,38988.0,1,2,2012-08-20,164,5,1,6,348,47.1,164,42,12,3,Yes,1,28.4,1.0,1,-0.09226017548689673,1.2932638926948745
3225,1984,Postgraduate,Married,42207.0,1,0,2013-01-04,116,4,1,5,265,43.8,116,30,10,1,Yes,1,23.9,2.0,1,-0.5212325541508112,0.8090009688427701
7540,1952,Graduate,Married,50300.0,0,1,2014-05-25,143,2,1,8,270,53.0,143,62,11,1,Yes,1,7.2,1.0,1,-0.6055394767378389,-1.3367581187174098
1992,1964,Graduate,Married,60597.0,0,1,2014-01-01,522,2,2,8,893,58.5,522,50,12,1,Yes,1,12.0,1.0,0,0.4250876639934236,-0.895900542127339
7851,1949,Graduate,Widow,70165.0,0,0,2013-09-22,161,3,7,11,926,17.4,161,65,21,0,No,0,15.3,1.0,1,-0.20237951186804873,0.41879212517478065
8594,1958,Postgraduate,Widow,50520.0,0,1,2014-01-28,112,3,1,3,135,83.0,112,56,7,1,Yes,1,11.1,2.0,1,-0.34970872314402274,-1.5014874914324918
7059,1963,Graduate,Married,80124.0,0,0,2014-06-26,483,3,7,8,1495,32.3,483,51,18,0,No,0,6.2,1.0,0,0.2296141169835375,-1.0040932938982101
2815,1975,Graduate,Married,33183.0,1,0,2014-02-24,7,4,0,3,120,5.8,7,39,7,1,Yes,1,10.2,1.0,1,-2.0180713549063634,-0.0894878349077875
2416,1969,Postgraduate,Single,66582.0,0,0,2014-03-03,789,2,8,9,1288,61.3,789,45,19,0,No,0,10.0,2.0,0,1.5358594954242073,-1.135547560743178
7999,1955,Postgraduate,Together,75261.0,0,0,2013-04-23,1239,5,6,5,1743,71.1,1239,59,16,0,No,0,20.3,2.0,0,2.575525234155224,-0.17538236450418618
9213,1970,Graduate,Widow,31880.0,1,0,2012-10-31,4,1,0,2,15,26.7,4,44,3,1,Yes,1,26.0,1.0,1,-1.5986002685500866,1.3282713425020514
9697,1951,Graduate,Married,53790.0,0,2,2014-06-03,335,7,2,8,542,61.8,335,63,17,2,Yes,1,6.9,1.0,0,0.4285841751012944,-1.497359338360014
3916,1971,Postgraduate,Together,49269.0,1,0,2012-08-15,639,7,3,12,890,71.8,639,43,22,1,Yes,1,28.5,2.0,0,2.131862990056326,0.8882801653664814
2021,1975,Graduate,Married,61456.0,0,1,2013-03-27,563,6,10,13,1388,40.6,563,39,29,1,Yes,1,21.2,1.0,0,1.8206347622118957,0.7137553688179833
1581,1980,Graduate,Married,37406.0,1,0,2013-10-10,2,1,0,2,17,11.8,2,34,3,1,Yes,1,14.7,1.0,1,-2.1471975051133296,0.28421906310483636
564,1981,Postgraduate,Together,56937.0,1,0,2012-04-08,746,8,6,9,906,82.3,746,33,23,1,Yes,1,32.8,2.0,0,2.7201590654403853,1.19319351099147
6619,1978,Graduate,Married,38415.0,1,1,2013-02-01,22,1,0,3,44,50.0,22,36,4,2,Yes,1,22.9,1.0,1,-1.116362476216137,0.5149314352123703
9081,1988,Graduate,Single,20518.0,1,0,2014-05-18,4,1,1,2,25,16.0,4,26,4,1,Yes,1,7.5,1.0,1,-2.1497309388514436,-0.6388625373663295
178,1956,Graduate,Married,62503.0,0,1,2013-02-18,478,8,3,11,973,49.1,478,58,22,1,Yes,1,22.4,1.0,0,1.2532414825366809,0.6237403094019914
916,1972,Postgraduate,Single,41644.0,1,1,2014-09-05,20,1,0,3,31,64.5,20,42,4,2,Yes,1,3.8,2.0,1,-1.2982459544937248,-2.0262689758281045
5512,1977,Postgraduate,Married,55842.0,0,1,2014-05-23,451,7,1,8,518,87.1,451,37,16,1,Yes,1,7.3,2.0,0,1.0506184940403782,-1.964277705740679
8970,1972,Postgraduate,Married,62010.0,0,1,2012-10-23,371,6,2,7,530,70.0,371,42,15,1,Yes,1,26.2,2.0,0,0.9367044595039347,0.600165944170856
10581,1977,Graduate,Married,41124.0,1,0,2012-10-31,281,7,3,4,506,55.5,281,37,14,1,Yes,1,26.0,1.0,0,0.40277424476662194,0.8568292536793498
5300,1973,Postgraduate,Married,38961.0,1,0,2013-12-30,19,2,1,2,70,27.1,19,41,5,1,Yes,1,12.0,2.0,1,-1.722783930974412,-0.3149523251075907
5154,1972,Postgraduate,Divorced,37760.0,1,0,2013-11-08,26,2,0,3,54,48.1,26,42,5,1,Yes,1,13.7,2.0,1,-1.2762659111828998,-0.525375300615617
8346,1974,Graduate,Single,32233.0,1,0,2012-08-19,138,6,2,2,296,46.6,138,40,10,1,Yes,1,28.4,1.0,1,-0.3205533417331833,1.2844430798632138
1676,1975,Graduate,Married,43057.0,0,1,2013-10-30,213,4,2,5,266,80.1,213,39,11,1,Yes,1,14.0,1.0,1,0.19654415649712115,-1.0685372696006077
9286,1960,Postgraduate,Together,83151.0,0,0,2012-10-10,407,5,9,4,747,54.5,407,54,18,0,No,0,26.7,2.0,0,0.9809978649770048,0.990633758932155
2426,1964,Postgraduate,Divorced,78825.0,0,0,2012-09-14,483,5,10,13,895,54.0,483,50,28,0,No,0,27.5,2.0,0,1.9810817795373585,1.1921544569159663
5172,1976,Postgraduate,Together,65104.0,0,1,2013-11-14,738,3,5,7,1053,70.1,738,38,15,1,Yes,1,13.5,2.0,0,1.3469659542238088,-0.9312743140961699
5562,1974,Graduate,Married,60093.0,0,1,2013-06-26,502,7,2,10,735,68.3,502,40,19,1,Yes,1,18.2,1.0,0,1.3067584344946905,-0.2810912604945359
3436,1969,Graduate,Married,14045.0,1,0,2014-01-26,11,1,0,3,20,55.0,11,45,4,1,Yes,1,11.1,1.0,1,-1.3216251520958264,-0.9768381368662871
3403,1958,Postgraduate,Together,78952.0,0,1,2012-09-24,1170,2,5,12,2092,55.9,1170,56,19,1,Yes,1,27.2,2.0,0,2.573684606380503,0.973815447906772
22,1976,Graduate,Divorced,46310.0,1,0,2012-03-12,185,6,1,5,309,59.9,185,38,12,1,Yes,1,33.6,1.0,0,0.31011931429734996,1.6558926333920143
10965,1955,Graduate,Together,76005.0,0,0,2013-02-22,983,3,5,13,1722,57.1,983,59,21,0,No,0,22.2,1.0,0,2.2869812386199633,0.39434892894715756
9426,1964,Postgraduate,Single,58308.0,0,1,2013-12-01,691,2,6,3,900,76.8,691,50,11,1,Yes,1,13.0,2.0,0,1.0323608488772,-1.1590405991651407
6605,1944,Postgraduate,Divorced,55614.0,0,0,2013-11-27,504,9,4,6,682,73.9,504,70,19,0,No,0,13.1,2.0,0,1.2954215785379537,-0.993637780886528
3136,1962,Postgraduate,Divorced,59432.0,0,1,2013-04-13,317,5,3,11,663,47.8,317,52,19,1,Yes,1,20.6,2.0,0,0.6230612065649457,0.4179100479739592
8737,1978,Graduate,Divorced,55563.0,0,1,2014-05-04,29,2,0,3,43,67.4,29,36,5,1,Yes,1,7.9,1.0,1,-1.0457412635188539,-1.5887584987788954
11088,1971,Postgraduate,Together,78642.0,0,1,2013-04-21,1396,4,9,4,1816,76.9,1257,43,17,1,Yes,1,20.3,2.0,0,2.803178896840599,-0.27993378638111766
716,1949,Postgraduate,Together,67911.0,0,1,2014-05-22,529,6,7,11,976,54.2,529,65,24,1,Yes,1,7.3,2.0,0,1.2605115960544995,-1.244230656553646
466,1944,Graduate,Married,65275.0,0,0,2013-03-04,388,4,3,13,746,52.0,388,70,20,0,No,0,21.9,1.0,0,0.953488855923949,0.4942376044504445
9135,1950,Graduate,Together,27203.0,1,1,2012-06-08,13,1,1,2,64,20.3,13,64,4,2,Yes,1,30.7,1.0,1,-1.506033971056934,2.0186425469793696
10623,1961,Postgraduate,Together,48330.0,0,1,2013-11-15,28,1,0,3,32,87.5,28,53,4,1,Yes,1,13.5,2.0,1,-0.6241362872583842,-1.3302676351065423
8151,1990,Undergraduate,Married,24279.0,0,0,2012-12-29,16,4,1,3,263,6.1,16,24,8,0,No,0,24.0,0.0,1,-1.5859946099918971,1.545461169909527
5140,1985,Postgraduate,Married,64355.0,1,0,2012-08-24,1047,4,3,12,1445,72.5,1047,29,19,1,Yes,1,28.2,2.0,0,2.6708727523301055,0.7767528426099459
10160,1956,Postgraduate,Together,50943.0,0,1,2013-06-21,31,1,0,3,46,67.4,31,58,4,1,Yes,1,18.3,2.0,1,-0.8816006229474521,-0.36989996545822734
4945,1953,Graduate,Widow,53653.0,0,0,2012-07-11,815,10,4,12,1210,67.4,815,61,26,0,No,0,29.7,1.0,0,2.7545680232405196,1.1438461061196665
10584,1976,Graduate,Married,65665.0,0,1,2013-02-12,225,5,10,8,945,23.8,225,38,23,1,Yes,1,22.6,1.0,0,0.38132519508698615,1.1721448808238164
6071,1989,Graduate,Single,81217.0,0,0,2013-07-19,493,3,7,11,1157,42.6,493,25,21,0,No,0,17.4,1.0,0,0.9584321568546886,0.14842389052350596
3386,1992,Graduate,Married,34935.0,0,0,2013-06-21,34,2,1,4,137,24.8,34,22,7,0,No,0,18.3,1.0,1,-1.419858025225552,0.49417598133852436
8939,1959,Graduate,Divorced,61250.0,0,1,2012-12-16,382,5,2,12,730,52.3,382,55,19,1,Yes,1,24.5,1.0,0,0.9243007371200319,0.7858567192643142
9925,1981,Postgraduate,Together,39665.0,1,0,2013-05-25,127,4,2,3,216,58.8,127,33,9,1,Yes,1,19.2,2.0,1,-0.4143038760713537,-0.051156761713339174
4320,1979,Graduate,Single,60152.0,0,1,2013-03-28,325,6,4,12,943,34.5,325,35,22,1,Yes,1,21.1,1.0,0,0.6545730285680322,0.7674977045254404
5389,1964,Graduate,Married,48920.0,0,2,2013-10-20,238,6,2,5,347,68.6,238,50,13,2,Yes,1,14.4,1.0,0,0.20773373932707725,-0.7775984278644977
6036,1959,Postgraduate,Together,89120.0,0,0,2014-03-17,1168,5,6,7,1924,60.7,1168,55,18,0,No,0,9.5,2.0,0,2.158783169474842,-1.2224397800043576
182,1946,Postgraduate,Together,44124.0,0,1,2013-11-05,284,6,2,5,397,71.5,284,68,13,1,Yes,1,13.8,2.0,0,0.33653389197389294,-0.908801150121236
203,1975,Postgraduate,Single,81169.0,0,0,2013-04-14,1288,5,7,9,2089,61.7,1257,39,21,0,No,0,20.6,2.0,0,2.8634256721572737,0.09410397164910998
11025,1961,Graduate,Married,36443.0,1,1,2013-03-02,65,3,1,3,138,47.1,65,53,7,2,Yes,1,22.0,1.0,1,-0.8557032136056674,0.49287708211829007
10203,1990,Graduate,Single,26095.0,1,0,2013-06-30,11,1,0,3,42,26.2,11,24,4,1,Yes,1,18.0,1.0,1,-1.6982857410948458,0.4021888674349274
4607,1959,Graduate,Together,71367.0,0,0,2013-08-23,227,4,5,7,777,29.2,227,55,16,0,No,0,16.3,1.0,1,-0.2529061104096597,0.24954117721532898
3711,1944,Postgraduate,Married,80184.0,0,0,2014-01-03,1035,6,3,10,1902,54.4,1035,70,19,0,No,0,11.9,2.0,0,1.925469489803418,-0.7949433042383692
3696,1965,Graduate,Divorced,30630.0,1,1,2014-01-27,27,2,0,3,52,51.9,27,49,5,2,Yes,1,11.1,1.0,1,-1.2643951101381226,-0.907122029060212
2532,1987,Postgraduate,Single,73454.0,0,0,2014-01-03,982,2,4,6,1651,59.5,982,27,12,0,No,0,11.9,2.0,0,1.3278719922647988,-0.9627548965293631
9214,1991,Graduate,Married,42691.0,0,0,2013-08-16,179,5,1,6,358,50.0,179,23,12,0,No,0,16.5,1.0,1,-0.28907662184752503,-0.17124798016799367
4943,1953,Graduate,Married,70503.0,0,0,2012-09-30,1379,2,4,9,1727,79.8,1257,61,15,0,No,0,27.0,1.0,0,2.846266518016894,0.4346887984629223
35,1987,Graduate,Married,25545.0,1,0,2012-08-09,32,2,2,3,210,15.2,32,27,7,1,Yes,1,28.7,1.0,1,-1.3586793756499198,1.9114542328901072
2258,1986,Graduate,Married,32880.0,1,0,2012-04-12,8,1,0,3,42,19.0,8,28,4,1,Yes,1,32.6,1.0,1,-1.495293979375599,2.269047032347737
4322,1958,Postgraduate,Together,77863.0,0,0,2013-11-27,881,4,5,10,1291,68.2,881,56,19,0,No,0,13.1,2.0,0,1.915222439073395,-0.9111975708576774
713,1977,Postgraduate,Married,50353.0,0,0,2014-08-06,141,4,4,6,442,31.9,141,37,14,0,No,0,4.8,2.0,1,-0.8075146073104599,-1.176595827679568
4702,1964,Graduate,Single,61839.0,0,0,2012-12-08,1000,4,8,4,1895,52.8,1000,50,16,0,No,0,24.7,1.0,0,1.8760026522745155,0.7211506552345879
3281,1960,Postgraduate,Married,49154.0,1,1,2013-03-11,206,4,1,8,411,50.1,206,54,13,2,Yes,1,21.7,2.0,1,-0.028407718787796618,0.4496755851679214
2004,1969,Graduate,Single,72679.0,0,1,2013-09-18,619,4,7,5,1168,53.0,619,45,16,1,Yes,1,15.4,1.0,0,0.9267363233774092,-0.35267556629086516
4769,1977,Postgraduate,Together,57954.0,1,1,2014-06-18,456,8,2,6,493,92.5,456,37,16,2,Yes,1,6.4,2.0,0,1.1401419776681245,-2.176688191499075
4437,1962,Graduate,Married,65316.0,1,1,2013-04-24,112,3,2,5,260,43.1,112,52,10,2,Yes,1,20.2,1.0,1,-0.629099436002349,0.3856507591028404
8724,1982,Graduate,Single,28567.0,1,0,2013-06-17,11,2,0,3,46,23.9,11,32,5,1,Yes,1,18.5,1.0,1,-1.6451506243474798,0.516589855370095
10741,1951,Postgraduate,Together,47352.0,0,1,2013-11-04,172,6,1,5,319,53.9,172,63,12,1,Yes,1,13.9,2.0,1,-0.2907502791881041,-0.5543341559977326
1991,1967,Graduate,Together,44931.0,0,1,2014-01-18,78,2,1,3,96,81.2,78,47,6,1,Yes,1,11.4,1.0,1,-0.5262729445163469,-1.4384944278860259
6931,1967,Graduate,Divorced,76982.0,0,0,2014-02-15,464,8,3,4,1062,43.7,464,47,15,0,No,0,10.5,1.0,0,0.25428541459793436,-0.7482856730884584
304,1981,Postgraduate,Single,22944.0,1,0,2013-12-23,19,3,0,3,76,25.0,19,33,6,1,Yes,1,12.3,2.0,1,-1.670611508588139,-0.22810469612633644
10591,1969,Graduate,Widow,43638.0,0,1,2012-06-08,63,4,1,4,201,31.3,63,45,9,1,Yes,1,30.7,1.0,1,-0.7817281583444765,1.851109124287135
5036,1984,Postgraduate,Single,42710.0,1,0,2012-11-28,252,4,5,3,406,62.1,252,30,12,1,Yes,1,25.1,2.0,0,0.2804052029011154,0.6029572386344723
5547,1982,Postgraduate,Married,84169.0,0,0,2013-07-08,1478,7,6,6,1919,77.0,1257,32,19,0,No,0,17.8,2.0,0,2.915060803370003,-0.5567915440065235
7822,1976,Graduate,Together,54058.0,0,1,2013-04-06,198,4,6,8,662,29.9,198,38,18,1,Yes,1,20.8,1.0,1,-0.02097377850512127,0.7906061518983758
10955,1964,Graduate,Widow,85620.0,0,0,2014-07-01,416,3,6,4,1600,26.0,416,50,13,0,No,0,6.0,1.0,1,-0.44419285631148997,-0.95083717531347
4368,1980,Graduate,Married,47850.0,1,0,2013-03-12,42,3,0,4,134,31.3,42,34,7,1,Yes,1,21.6,1.0,1,-1.2051438089633801,0.756469249094612
